geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,amenity,brewery,check_date:opening_hours,indoor_seating,name,opening_hours:signed,outdoor_seating,phone,smoking,toilets:wheelchair,website,wheelchair,email,min_age,name:ja,opening_hours,check_date,operator,addr:suburb,level,contact:phone,contact:website,description,start_date,internet_access,payment:cards,payment:credit_cards,payment:debit_cards,air_conditioning,entrance,contact:facebook,lgbtq,wheelchair:description,source,contact:email,live_music,wikidata,wikipedia,sport,note,karaoke,payment:cash,mapillary,payment:mastercard,payment:visa,winery,contact:fax,contact:twitter,historic,wikimedia_commons,building,facebook,instagram,toilets,fax,url,drink:beer,drink:cider,drink:guinness,internet_access:ssid,payment:others,old_name,disused:amenity,disused:name,cuisine,payment:coins,payment:notes,payment:shells,payment:girocard,service:phone,shop,drink:club-mate,phone:mobile,alt_name,contact:foursquare,contact:mobile,contact:myspace,contact:partyearth,contact:qype,contact:tripadvisor,contact:yelp,toilets:access,diet:vegetarian,contact:instagram,changing_table,toilets:disposal,toilets:handwashing,toilets:paper_supplied,toilets:position,cocktails,reservation,source:addr,name:ru,short_name,addr:floor,billiards,gambling,cruising,lgbtq:men,official_name,addr:housename,food,image,addr:place,internet_access:fee,payment:american_express,payment:contactless,payment:diners_club,payment:discover_card,payment:electronic_purses,payment:ep_geldkarte,payment:jcb,payment:maestro,payment:visa_debit,payment:visa_electron,darkroom,fetish:leather,fetish:rubber,lgbtq:cruising,nohousenumber,ref:vatin,identity,mode_of_organisation:self_managed,drink:wine,dog,wheelchair:description:de,wheelchair:description:en,billiards:pool,billiards:snooker,wheelchair:note,internet_access:operator,takeaway,payment:app,payment:cryptocurrencies,payment:qr_code,opening_hours:kitchen,contact:phone:description,diet:vegan,location,tourism,check_date:currency:XBT,currency:XBT,payment:lightning,payment:onchain,music,opening_hours:url,addr:city:fa,theme,wifi,opening,organic,payment:lightning_contactless,lgbtq:signed,lgbtq:women,fetish:jeans,fetish:skins,fetish:sneakers,fetish:uniform,male,lgbtq:gay,access,not:brand:wikidata,note:de,microbrewery,shisha,name:de,payment:account_cards,payment:alipay,payment:apple_pay,payment:bancomat,payment:blik,payment:cheque,payment:clipper,payment:dkv,payment:ep_easycard,payment:ep_ipass,payment:google_pay,payment:mastercard_contactless,payment:paypal,payment:prepaid_ticket,payment:telephone_cards,payment:unionpay,payment:uta,payment:v_pay,payment:wechat,opening_hours:covid19,operator:type,office,kitchen,name:en,contact:untappd,name:ar,fixme,survey:date,contact:telegram,age_group,website:menu,brand,contact:ra,post_office,post_office:brand,post_office:ref:deutsche_post,post_office:service_provider,post_office:website,building:levels,roof:levels,mobile,seamark:hulk:category,seamark:type,building:min_level,building:part,surveillance,roof:shape
POINT (13.404595 52.5205872),,,,,,bar,,,yes,Palm Beach,,yes,,,,,limited,,,,13:00+,2024-05-29,,,,+49 30 9700460,http://www.palm-beach-berlin.de,,,,,,,,,https://facebook.de/palm.beach.bln,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.318287 52.5287452),Berlin,DE,23,10553,Huttenstraße,bar,,,,Huttenklause,,,,,,,no,,,,,2023-05-01,,Moabit,,+49 30 3452166,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4555497 52.473834),Berlin,DE,218,12059,Sonnenallee,bar,,,,La Vida Bar,,,,,,,limited,,,,,,,Neukölln,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4434357 52.4704823),Berlin,DE,77,12055,Braunschweiger Straße,bar,,,,Rauschecafe,,,,,,,limited,,,,,,,Neukölln,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4411312 52.4712939),Berlin,DE,210,12055,Karl-Marx-Straße,bar,,,,By Cengiz,no,,,,,,limited,,,,,,,Neukölln,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4193348 52.4965814),Berlin,DE,13,10999,Kottbusser Straße,bar,,,,Roter Rabe,,,,yes,,https://www.roter-rabe.berlin/,no,,,,"Mo-Su,PH 17:00-03:00+",,,Kreuzberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4125434 52.5679576),Berlin,DE,117,13187,Berliner Straße,bar,yes,,,Jokers Bar,,yes,,yes,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4658621 52.4974597),Berlin,DE,68,10245,Alt-Stralau,bar,,,,Neue Zukunft Ostkreuz,,,,,,https://neue-zukunft.org/,,,,,"Mo-Fr 17:30-03:00, Sa,Su 15:30-03:00",,,Friedrichshain,,,,"Kino, Kunst, Konzerte, Kneipe",,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,https://www.facebook.com/neuezukunftstralau,https://www.instagram.com/neuezukunftstralau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.409664 52.5706008),,,,,,bar,,2023-02-06,yes,Roderich,no,no,,,no,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.6040719 52.5380648),Berlin,DE,25,12627,Stendaler Straße,bar,,,,Society,,,+49-30-9953921,,,,limited,,,,,,,Hellersdorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49-30-99289334,http://www.oldirishpub.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4564546 52.5099802),Berlin,DE,35,10245,Simon-Dach-Straße,bar,,2024-04-25,yes,Conmux Blechbilderbar,,yes,,outside,,,yes,info@blechbilderbar.de,,,"Mo-Fr 15:00-24:00+, Sa,Su 10:00-24:00+",,,Friedrichshain,,+49 30 47985627,,,,yes,,no,no,no,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,draught,served,draught,Blechbilderbar free,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4538746 52.4974062),,,,,,bar,,,,Escobar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4322518 52.5184638),Berlin,DE,63,10243,Karl-Marx-Allee,bar,,,,Country Cheers,,,,,,,limited,,,,Mo-Fr 14:00-24:00; Sa 12:00-24:00; Su 12:00-22:00,2023-05-21,,Friedrichshain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4250735 52.4943163),Berlin,DE,14,12047,Schinkestraße,bar,,,yes,Zart,,yes,,no,yes,,limited,,,,"Tu-Su 15:00-22:00, Tu,Fr 10:00-15:00 ""on market days""",,,Neukölln,,,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4228267 52.5419559),Berlin,DE,27,10437,Senefelderstraße,bar,,,,Yolanda,,,,,,,no,,,,,2023-04-10,,Prenzlauer Berg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4279168 52.4812916),Berlin,DE,38,12053,Flughafenstraße,bar,,,yes,"Trude, Ruth und Goldammer",,yes,+49 30 6248390,separated,no,https://www.ruthgoldammer.de/,limited,,,,"Mo 17:00-2:30, Tu,We 17:00-2:00, Th 17:00-3:00, Fr-Sa 17:00-4:00, Su 17:00-1:00",,,Neukölln,,,,,,wlan,,,,,,,,"Es gibt eine Rampe, die vom Personal angelegt wird.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Korner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4208673 52.5423488),Berlin,DE,10,10437,Dunckerstraße,bar,,,,Bar Misirlou,,sidewalk,,,,,no,,,,"Mo-Th 14:30-03:00, Fr 14:30-05:00, Sa 12:30-05:00, Su 12:30-03:00",2024-06-15,,Prenzlauer Berg,0,,,,,,,yes,yes,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4287957 52.4915467),Berlin,DE,19,12047,Pflügerstraße,bar,,2024-03-31,,Liberda,,,,,,,no,,,,Mo-Su 17:00-23:30,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3567093 52.5419903),Berlin,DE,34,13353,Tegeler Straße,bar,,,yes,Freya Fuchs,,yes,,separated,no,,yes,,,,Mo-Su 18:00-04:00,2024-05-24,,Wedding,,+49 30 45088200,,,,,,yes,yes,,,https://www.facebook.com/FreyaFuchsBar/,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,pub,Bierbrunnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4130081 52.5410639),Berlin,DE,1,10435,Danziger Straße,bar,,,,Mad Monkey Room,,,,,,,no,,,,Mo-Su 18:00+,,,Prenzlauer Berg,,,https://www.mad-monkey.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3883069 52.5216924),,,103,,Friedrichstraße,bar,,2024-03-11,yes,meliá tapas,no,yes,,,yes,http://www.meliaberlim.com,yes,,,,Mo-Su 12:00-24:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spanish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.5016984 52.5486379),,,,,,bar,,2023-01-16,,EL FUEGO BAR,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.5120508 52.4617978),Berlin,DE,89,12459,Wilhelminenhofstraße,bar,,,,The Double Inn,,,+49 30 530 10 666,,,http://www.drink-irish.de,limited,info@drink-irish.de,,,"Su, Mo off; Tu-Th 18:00-24:00; Fr, Sa 18:00+",,,Oberschöneweide,,,,,,,,,,,,,,"Unterer Raum (Konzertfloor, Toiletten) durch Treppe nicht erreichbar.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4295997 52.4946075),Berlin,DE,37,10999,Ohlauer Straße,bar,,2023-07-26,,Celo Privat Bar,no,,,,no,,no,,,,,,,Kreuzberg,,,,,,,,,,,,https://www.facebook.com/Celo-Privat-Bar-177582776298986/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4165427 52.5469427),,,10,,Stargarder Straße,bar,,2024-03-10,,Tante Grete,,,,yes,,,yes,,,,Mo-Su 18:00+,2022-09-26,,,0,,,,,,,,,,,https://www.facebook.com/Tante-Grete-736127376506099/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4174011 52.5466417),,,13,,Stargarder Straße,bar,,,,Marietta,,,+49 30 43720646,,,,yes,,18,,,2024-01-26,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4155164 52.5442189),Berlin,DE,10,10437,Gneiststraße,bar,,,,Crossroads,no,,,dedicated,,https://crossroadsbarberlin.wordpress.com/,no,,,,Tu-Su 20:00-00:00,2024-09-04,,Prenzlauer Berg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4262755 52.490927),Berlin,DE,28,12047,Hobrechtstraße,bar,,,yes,Le Balto,,yes,,,,,limited,,,,We-Th 16:00-23:00; Fr-Sa 16:00-23:30; Su 16:00-22:00,,,Neukölln,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3537835 52.4968247),Berlin,DE,24,10781,Goltzstraße,bar,,2022-07-21,yes,Slumberland,,yes,,no,no,,limited,,,,"Su-Fr 17:00-24:00+, Sa 11:00-24:00+",,,Schöneberg,,+49 30 2165349,,,,,,,,,,,,Sand auf dem Boden;keine barrierefreie Toilette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4500855 52.5486515),Berlin,,151,13086,Langhansstraße,bar,,,,Internezzo III Cafe Bar,,yes,,,,,yes,,,,24/7,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.423932 52.4768748),Berlin,DE,17,12049,Weisestraße,bar,,,,"Froschkönig, Literatur- & Pianobar",,,,yes,,,limited,,,,"Mo-Su,PH 18:00-02:00",,,Neukölln,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4014198 52.5293031),Berlin,DE,1,10119,Rosenthaler Straße,bar,,,,Lost my voice,,,,,,,,,,,,,,Mitte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4208161 52.5422868),Berlin,DE,9,10437,Dunckerstraße,bar,,,,Höschen,,yes,,yes,,,no,,,,Mo-Su 19:00-03:00,2024-06-15,,Prenzlauer Berg,0,,,,,,,no,,,,https://www.facebook.com/hoeschenbar/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3440775 52.5040908),Berlin,,3,10787,Bayreuther Straße,bar,,,yes,Shisha Lounge,,yes,,yes,,,yes,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3250472 52.5046693),Berlin,DE,5,10623,Jeanne-Mammen-Bogen,bar,,,,gainsbourg bar américain,,,,,,,limited,,,,,,,Charlottenburg,,,http://www.gainsbourg.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3730354 52.5086655),Berlin,DE,4,10785,Voxstraße,bar,,,,Posh Bar,,,+49 30 25299000,,,http://www.posh-bar.com,,,,,,,,Tiergarten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4360698 52.4245266),,,,,,bar,,2024-10-03,yes,Café Melanie,,yes,,,,,yes,,,,Mo-Sa 10:00-24:00; Su 11:00-20:00+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4008182 52.529979),Berlin,DE,125,10119,Torstraße,bar,,,yes,Mein Haus am See,,no,,isolated,yes,,limited,meinhausamsee@gmx.de,,,Mo-Su 16:30-06:00,2024-06-10,Mein Haus am See GmbH,Mitte,0,+49 30 27590873,https://www.mein-haus-am-see.club/,,,wlan,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3288154 52.5197861),Berlin,DE,10,10587,Franklinstraße,bar,,,,Cocktailbar Zeitlos,,,,,,,,,,,"17:00-20:00 open ""Happy Hour"" || 16:00+",,,Charlottenburg,,+49 30 30873925,http://www.cocktailbarzeitlos.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4100163 52.5480384),Berlin,DE,3,10437,Rhinower Straße,bar,,,,Rhinoçéros,,,+49 152 05315382,,,https://rhinoceros-berlin.com/,,hello@rhinoceros-berlin.com,,,,,,Prenzlauer Berg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4961187 52.5067062),,,,,,bar,,,yes,AVCI Cocktail-Bar,no,yes,,yes,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4167236 52.5427965),Berlin,DE,26,10437,Lychener Straße,bar,,,yes,Krüger,,yes,+493074759126,,,http://krueger-in-berlin.de/,yes,,,,"Mo-Sa 18:00+, Su 20:15+",,,Prenzlauer Berg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
